Order_ID,Order_Date,Region,Ship_Mode,Total_Sales,Total_Profit,Total_Shipping_Cost,Total_Quantity,Shipping_Ratio,Profit_Margin,Shipping_per_Unit,Year_Month,High_Shipping,Total_Discount,Discount_Ratio,Discount_Bucket,Adjusted_Profit
AG-2013-2580,2013-06-11,Africa,Standard Class,111,17.7,8.47,2,0.07630630630630632,0.15945945945945944,4.235,2013-06,0,0.0,0.0,No Discount,17.7
AG-2013-2690,2013-09-07,Africa,Second Class,84,14.1,25.75,4,0.30654761904761907,0.16785714285714284,6.4375,2013-09,1,0.0,0.0,No Discount,14.1
AG-2013-2840,2013-05-21,Africa,First Class,147,42.54,17.73,1,0.12061224489795919,0.2893877551020408,17.73,2013-05,1,0.0,0.0,No Discount,42.54
AG-2013-2970,2013-04-26,Africa,Standard Class,43,10.32,1.28,1,0.029767441860465118,0.24000000000000002,1.28,2013-04,0,0.0,0.0,No Discount,10.32
AG-2013-3970,2013-08-24,Africa,Standard Class,25,6.54,1.66,1,0.0664,0.2616,1.66,2013-08,0,0.0,0.0,No Discount,6.54
AG-2013-4150,2013-07-18,Africa,Second Class,662,135.75,107.72,9,0.1627190332326284,0.20506042296072508,11.96888888888889,2013-07,1,0.0,0.0,No Discount,135.75
AG-2013-5140,2013-03-08,Africa,First Class,278,96.72000000000001,24.27,3,0.0873021582733813,0.34791366906474824,8.09,2013-03,0,0.0,0.0,No Discount,96.72000000000001
AG-2013-5250,2013-04-02,Africa,Standard Class,167,4.98,10.35,1,0.06197604790419162,0.029820359281437128,10.35,2013-04,0,0.0,0.0,No Discount,4.98
AG-2013-5570,2013-05-01,Africa,First Class,112,46.8,23.92,3,0.21357142857142858,0.4178571428571428,7.973333333333334,2013-05,1,0.0,0.0,No Discount,46.8
AG-2013-5820,2013-11-05,Africa,First Class,173,21.39,21.189999999999998,11,0.12248554913294796,0.12364161849710983,1.926363636363636,2013-11,1,0.0,0.0,No Discount,21.39
AG-2013-6090,2013-03-14,Africa,Standard Class,64,21.03,5.14,3,0.0803125,0.32859375,1.7133333333333332,2013-03,0,0.0,0.0,No Discount,21.03
AG-2013-640,2013-08-23,Africa,Second Class,91,9.870000000000001,7.33,5,0.08054945054945055,0.10846153846153847,1.466,2013-08,0,0.0,0.0,No Discount,9.870000000000001
AG-2013-6520,2013-02-04,Africa,Standard Class,153,70.08,7.29,8,0.04764705882352941,0.4580392156862745,0.91125,2013-02,0,0.0,0.0,No Discount,70.08
AG-2013-6630,2013-12-10,Africa,First Class,436,178.74,70.02,1,0.16059633027522935,0.409954128440367,70.02,2013-12,1,0.0,0.0,No Discount,178.74
AG-2013-6810,2013-07-10,Africa,Second Class,755,282.3,109.24,2,0.1446887417218543,0.37390728476821194,54.62,2013-07,1,0.0,0.0,No Discount,282.3
AG-2013-7890,2013-08-26,Africa,Second Class,1051,399.36,64.78,4,0.06163653663177926,0.37998097050428165,16.195,2013-08,0,0.0,0.0,No Discount,399.36
AG-2013-8490,2013-08-30,Africa,Second Class,905,324.51,96.92999999999999,15,0.1071049723756906,0.3585745856353591,6.462,2013-08,1,0.0,0.0,No Discount,324.51
AG-2013-8990,2013-09-12,Africa,First Class,147,10.29,50.56,1,0.3439455782312925,0.06999999999999999,50.56,2013-09,1,0.0,0.0,No Discount,10.29
AG-2013-9570,2013-02-04,Africa,Standard Class,32,11.82,2.4,1,0.075,0.369375,2.4,2013-02,0,0.0,0.0,No Discount,11.82
AG-2013-9890,2013-09-30,Africa,Standard Class,41,18.12,6.07,4,0.1480487804878049,0.4419512195121951,1.5175,2013-09,1,0.0,0.0,No Discount,18.12
AG-2014-2040,2014-01-01,Africa,Standard Class,107,26.73,16.77,1,0.15672897196261681,0.24981308411214953,16.77,2014-01,1,0.0,0.0,No Discount,26.73
AG-2014-2110,2014-12-30,Africa,Second Class,266,94.56,12.190000000000001,12,0.04582706766917294,0.3554887218045113,1.0158333333333334,2014-12,0,0.0,0.0,No Discount,94.56
AG-2014-2230,2014-10-27,Africa,Second Class,36,9.6,1.41,2,0.03916666666666666,0.26666666666666666,0.705,2014-10,0,0.0,0.0,No Discount,9.6
AG-2014-2280,2014-12-25,Africa,Standard Class,664,137.4,24.86,7,0.037439759036144576,0.2069277108433735,3.551428571428571,2014-12,0,0.0,0.0,No Discount,137.4
AG-2014-2360,2014-01-01,Africa,Standard Class,19,2.1,2.75,1,0.14473684210526316,0.1105263157894737,2.75,2014-01,1,0.0,0.0,No Discount,2.1
AG-2014-2600,2014-11-18,Africa,Second Class,560,90.81,31.54,7,0.05632142857142857,0.1621607142857143,4.505714285714285,2014-11,0,0.0,0.0,No Discount,90.81
AG-2014-2760,2014-06-09,Africa,Standard Class,1782,623.31,227.04999999999998,16,0.12741301907968575,0.34978114478114475,14.190624999999999,2014-06,1,0.0,0.0,No Discount,623.31
AG-2014-2830,2014-08-01,Africa,Second Class,569,98.67,31.59,2,0.055518453427065025,0.17340949033391917,15.795,2014-08,0,0.0,0.0,No Discount,98.67
AG-2014-3130,2014-11-01,Africa,Second Class,482,178.2,25.79,2,0.05350622406639004,0.3697095435684647,12.895,2014-11,0,0.0,0.0,No Discount,178.2
AG-2014-3510,2014-11-06,Africa,First Class,40,19.14,6.3,2,0.1575,0.47850000000000004,3.15,2014-11,1,0.0,0.0,No Discount,19.14
AG-2014-3710,2014-01-24,Africa,Second Class,221,37.38,21.490000000000002,5,0.0972398190045249,0.16914027149321267,4.298,2014-01,1,0.0,0.0,No Discount,37.38
AG-2014-4280,2014-12-04,Africa,Standard Class,1772,633.42,119.67,12,0.06753386004514673,0.3574604966139955,9.9725,2014-12,0,0.0,0.0,No Discount,633.42
AG-2014-4290,2014-06-30,Africa,Standard Class,1008,433.44,122.39,8,0.1214186507936508,0.43,15.29875,2014-06,1,0.0,0.0,No Discount,433.44
AG-2014-4590,2014-06-24,Africa,Same Day,73,10.98,24.16,1,0.33095890410958906,0.1504109589041096,24.16,2014-06,1,0.0,0.0,No Discount,10.98
AG-2014-4720,2014-12-27,Africa,Standard Class,15,5.37,0.52,1,0.034666666666666665,0.358,0.52,2014-12,0,0.0,0.0,No Discount,5.37
AG-2014-4840,2014-08-20,Africa,Standard Class,456,129.9,65.58,10,0.1438157894736842,0.2848684210526316,6.558,2014-08,1,0.0,0.0,No Discount,129.9
AG-2014-4880,2014-06-12,Africa,Second Class,5,2.19,0.31,1,0.062,0.438,0.31,2014-06,0,0.0,0.0,No Discount,2.19
AG-2014-5620,2014-08-14,Africa,Standard Class,110,29.04,8.27,12,0.07518181818181818,0.264,0.6891666666666666,2014-08,0,0.0,0.0,No Discount,29.04
AG-2014-6170,2014-05-20,Africa,Standard Class,22,10.68,1.37,1,0.06227272727272728,0.4854545454545454,1.37,2014-05,0,0.0,0.0,No Discount,10.68
AG-2014-6310,2014-01-24,Africa,Standard Class,54,11.64,6.9399999999999995,2,0.1285185185185185,0.21555555555555556,3.4699999999999998,2014-01,1,0.0,0.0,No Discount,11.64
AG-2014-6470,2014-01-13,Africa,First Class,491,122.28,99.47,7,0.20258655804480652,0.24904276985743382,14.209999999999999,2014-01,1,0.0,0.0,No Discount,122.28
AG-2014-6650,2014-03-02,Africa,Standard Class,336,78.36000000000001,23.39,7,0.06961309523809524,0.23321428571428576,3.3414285714285716,2014-03,0,0.0,0.0,No Discount,78.36000000000001
AG-2014-7430,2014-08-05,Africa,Standard Class,331,10.530000000000001,19.91,2,0.06015105740181269,0.03181268882175227,9.955,2014-08,0,0.0,0.0,No Discount,10.530000000000001
AG-2014-7490,2014-07-23,Africa,Standard Class,26,10.8,1.19,1,0.04576923076923077,0.4153846153846154,1.19,2014-07,0,0.0,0.0,No Discount,10.8
AG-2014-7770,2014-03-07,Africa,Standard Class,918,177.72,34.03,10,0.03706971677559913,0.19359477124183005,3.403,2014-03,0,0.0,0.0,No Discount,177.72
AG-2014-8040,2014-03-31,Africa,Second Class,123,9.72,19.74,4,0.16048780487804876,0.07902439024390244,4.935,2014-03,1,0.0,0.0,No Discount,9.72
AG-2014-8240,2014-03-12,Africa,Standard Class,253,60.42,29.42,14,0.11628458498023717,0.23881422924901186,2.1014285714285714,2014-03,1,0.0,0.0,No Discount,60.42
AG-2014-8390,2014-05-27,Africa,Second Class,191,57.24,52.43,2,0.2745026178010471,0.29968586387434554,26.215,2014-05,1,0.0,0.0,No Discount,57.24
AG-2014-8600,2014-01-22,Africa,Standard Class,902,149.73000000000002,57.739999999999995,3,0.06401330376940133,0.1659977827050998,19.246666666666666,2014-01,0,0.0,0.0,No Discount,149.73000000000002
AG-2014-8620,2014-02-11,Africa,Standard Class,177,46.230000000000004,24.09,9,0.13610169491525423,0.26118644067796615,2.6766666666666667,2014-02,1,0.0,0.0,No Discount,46.230000000000004
AG-2014-8710,2014-01-29,Africa,Standard Class,92,11.04,6.25,4,0.06793478260869565,0.12,1.5625,2014-01,0,0.0,0.0,No Discount,11.04
AG-2014-8930,2014-09-12,Africa,Second Class,16,1.26,2.41,1,0.150625,0.07875,2.41,2014-09,1,0.0,0.0,No Discount,1.26
AG-2014-9060,2014-12-27,Africa,Standard Class,160,24.0,12.66,4,0.079125,0.15,3.165,2014-12,0,0.0,0.0,No Discount,24.0
AG-2014-9240,2014-11-07,Africa,First Class,25,1.98,1.87,2,0.0748,0.07919999999999999,0.935,2014-11,0,0.0,0.0,No Discount,1.98
AG-2014-9430,2014-06-12,Africa,Standard Class,482,83.31,27.5,7,0.05705394190871369,0.17284232365145227,3.9285714285714284,2014-06,0,0.0,0.0,No Discount,83.31
AJ-2011-4230,2011-12-30,EMEA,Standard Class,24,0.0,2.55,1,0.10625,0.0,2.55,2011-12,1,0.0,0.0,No Discount,0.0
AJ-2011-4420,2011-06-08,EMEA,Same Day,592,80.36999999999999,182.06,5,0.30753378378378377,0.13576013513513513,36.412,2011-06,1,0.0,0.0,No Discount,80.36999999999999
AJ-2011-4460,2011-02-23,EMEA,Same Day,49,5.4,9.76,1,0.19918367346938776,0.11020408163265306,9.76,2011-02,1,0.0,0.0,No Discount,5.4
AJ-2011-7680,2011-09-14,EMEA,Standard Class,138,66.18,6.24,1,0.04521739130434783,0.4795652173913044,6.24,2011-09,0,0.0,0.0,No Discount,66.18
AJ-2012-7450,2012-09-25,EMEA,Standard Class,26,0.48,2.66,2,0.10230769230769231,0.01846153846153846,1.33,2012-09,1,0.0,0.0,No Discount,0.48
AJ-2012-7720,2012-11-02,EMEA,First Class,453,157.32,78.54,5,0.17337748344370862,0.3472847682119205,15.708000000000002,2012-11,1,0.0,0.0,No Discount,157.32
AJ-2013-1340,2013-06-02,EMEA,Second Class,52,24.24,5.36,1,0.10307692307692308,0.46615384615384614,5.36,2013-06,1,0.0,0.0,No Discount,24.24
AJ-2013-1760,2013-08-14,EMEA,Same Day,141,14.13,10.89,1,0.0772340425531915,0.10021276595744681,10.89,2013-08,0,0.0,0.0,No Discount,14.13
AJ-2013-180,2013-08-07,EMEA,Second Class,30,6.54,4.07,2,0.13566666666666669,0.218,2.035,2013-08,1,0.0,0.0,No Discount,6.54
AJ-2013-2640,2013-01-23,EMEA,Standard Class,2453,989.88,438.26,12,0.17866286180187524,0.40353852425601305,36.52166666666667,2013-01,1,0.0,0.0,No Discount,989.88
AJ-2013-3610,2013-01-10,EMEA,Second Class,10,4.62,1.37,1,0.137,0.462,1.37,2013-01,1,0.0,0.0,No Discount,4.62
AJ-2013-8630,2013-01-07,EMEA,Standard Class,8,3.42,0.42,1,0.0525,0.4275,0.42,2013-01,0,0.0,0.0,No Discount,3.42
AJ-2014-1760,2014-09-11,EMEA,Standard Class,133,23.97,5.75,1,0.043233082706766915,0.18022556390977443,5.75,2014-09,0,0.0,0.0,No Discount,23.97
AJ-2014-5740,2014-10-23,EMEA,Standard Class,123,16.89,21.490000000000002,5,0.17471544715447157,0.13731707317073172,4.298,2014-10,1,0.0,0.0,No Discount,16.89
AJ-2014-6170,2014-09-16,EMEA,Second Class,30,3.27,4.28,1,0.14266666666666666,0.109,4.28,2014-09,1,0.0,0.0,No Discount,3.27
AJ-2014-6800,2014-12-27,EMEA,Standard Class,1076,394.26,48.41,6,0.044990706319702596,0.36641263940520447,8.068333333333333,2014-12,0,0.0,0.0,No Discount,394.26
AJ-2014-8550,2014-02-24,EMEA,Standard Class,33,12.66,2.25,2,0.06818181818181818,0.38363636363636366,1.125,2014-02,0,0.0,0.0,No Discount,12.66
AJ-2014-9020,2014-09-13,EMEA,Standard Class,54,12.39,2.98,1,0.055185185185185184,0.22944444444444445,2.98,2014-09,0,0.0,0.0,No Discount,12.39
AJ-2014-9550,2014-08-30,EMEA,Second Class,47,5.67,2.16,1,0.04595744680851064,0.12063829787234043,2.16,2014-08,0,0.0,0.0,No Discount,5.67
AJ-2014-9620,2014-12-30,EMEA,Same Day,158,9.36,27.41,4,0.17348101265822785,0.05924050632911392,6.8525,2014-12,1,0.0,0.0,No Discount,9.36
AL-2011-4500,2011-11-01,EMEA,Standard Class,77,6.63,5.539999999999999,4,0.07194805194805194,0.0861038961038961,1.3849999999999998,2011-11,0,0.0,0.0,No Discount,6.63
AL-2011-7440,2011-03-03,EMEA,Second Class,1619,258.9,301.73,10,0.1863681284743669,0.1599135268684373,30.173000000000002,2011-03,1,0.0,0.0,No Discount,258.9
AL-2011-9500,2011-11-08,EMEA,Second Class,11,2.01,0.91,1,0.08272727272727273,0.1827272727272727,0.91,2011-11,0,0.0,0.0,No Discount,2.01
AL-2012-8670,2012-04-24,EMEA,Standard Class,476,84.96000000000001,40.480000000000004,6,0.0850420168067227,0.17848739495798321,6.746666666666667,2012-04,0,0.0,0.0,No Discount,84.96000000000001
AL-2012-9220,2012-04-19,EMEA,Standard Class,58,3.48,5.35,1,0.09224137931034482,0.06,5.35,2012-04,1,0.0,0.0,No Discount,3.48
AL-2012-9980,2012-07-28,EMEA,Standard Class,414,202.86,26.48,1,0.06396135265700484,0.49000000000000005,26.48,2012-07,0,0.0,0.0,No Discount,202.86
AL-2013-3830,2013-08-12,EMEA,First Class,554,22.08,206.56,4,0.3728519855595668,0.03985559566787003,51.64,2013-08,1,0.0,0.0,No Discount,22.08
AL-2013-7280,2013-04-20,EMEA,Same Day,182,40.05,59.24,1,0.3254945054945055,0.22005494505494505,59.24,2013-04,1,0.0,0.0,No Discount,40.05
AL-2013-7420,2013-12-20,EMEA,Standard Class,85,0.84,4.06,1,0.04776470588235294,0.00988235294117647,4.06,2013-12,0,0.0,0.0,No Discount,0.84
AL-2014-8450,2014-03-10,EMEA,Second Class,412,87.51,48.22,11,0.11703883495145631,0.21240291262135924,4.383636363636364,2014-03,1,0.0,0.0,No Discount,87.51
AM-2011-7110,2011-12-14,EMEA,Standard Class,136,66.24000000000001,11.42,2,0.08397058823529412,0.4870588235294118,5.71,2011-12,0,0.0,0.0,No Discount,66.24000000000001
AM-2013-2480,2013-04-17,EMEA,Standard Class,20,2.85,2.08,1,0.10400000000000001,0.14250000000000002,2.08,2013-04,1,0.0,0.0,No Discount,2.85
AO-2011-1390,2011-02-01,Africa,Second Class,206,92.88,53.08,1,0.2576699029126214,0.450873786407767,53.08,2011-02,1,0.0,0.0,No Discount,92.88
AO-2011-1670,2011-01-08,Africa,Standard Class,2479,49.5,349.87,6,0.14113352158128278,0.019967728922952805,58.31166666666667,2011-01,1,0.0,0.0,No Discount,49.5
AO-2011-1710,2011-02-03,Africa,Standard Class,9,4.5,0.8,2,0.08888888888888889,0.5,0.4,2011-02,0,0.0,0.0,No Discount,4.5
AO-2011-4780,2011-10-10,Africa,Standard Class,1427,158.16,154.46,8,0.10824106517168887,0.11083391730903994,19.3075,2011-10,1,0.0,0.0,No Discount,158.16
AO-2011-4910,2011-01-06,Africa,Standard Class,28,12.72,2.0,1,0.07142857142857142,0.4542857142857143,2.0,2011-01,0,0.0,0.0,No Discount,12.72
AO-2011-7110,2011-06-21,Africa,Standard Class,386,16.89,33.44,7,0.0866321243523316,0.043756476683937826,4.777142857142857,2011-06,0,0.0,0.0,No Discount,16.89
AO-2011-8000,2011-12-15,Africa,Standard Class,415,137.19,63.86,4,0.15387951807228917,0.33057831325301207,15.965,2011-12,1,0.0,0.0,No Discount,137.19
AO-2011-8260,2011-07-16,Africa,Standard Class,515,163.14000000000001,74.28,30,0.14423300970873787,0.31677669902912625,2.476,2011-07,1,0.0,0.0,No Discount,163.14000000000001
AO-2011-8430,2011-01-20,Africa,Same Day,922,369.69,108.53,4,0.1177114967462039,0.4009652928416486,27.1325,2011-01,1,0.0,0.0,No Discount,369.69
AO-2011-9910,2011-12-05,Africa,Standard Class,29,11.04,2.19,4,0.07551724137931035,0.38068965517241377,0.5475,2011-12,0,0.0,0.0,No Discount,11.04
AO-2012-1000,2012-12-03,Africa,Standard Class,433,32.28,31.939999999999998,6,0.07376443418013856,0.07454965357967668,5.323333333333333,2012-12,0,0.0,0.0,No Discount,32.28
AO-2012-1220,2012-01-23,Africa,First Class,163,5.64,30.61,3,0.18779141104294478,0.03460122699386503,10.203333333333333,2012-01,1,0.0,0.0,No Discount,5.64
AO-2012-1230,2012-11-15,Africa,Standard Class,137,37.769999999999996,5.87,6,0.04284671532846716,0.2756934306569343,0.9783333333333334,2012-11,0,0.0,0.0,No Discount,37.769999999999996
AO-2012-2480,2012-06-13,Africa,Standard Class,206,57.39,13.31,4,0.06461165048543689,0.27859223300970876,3.3275,2012-06,0,0.0,0.0,No Discount,57.39
AO-2012-2650,2012-12-20,Africa,Standard Class,299,83.52,18.65,6,0.06237458193979933,0.27933110367892977,3.108333333333333,2012-12,0,0.0,0.0,No Discount,83.52
AO-2012-2750,2012-08-09,Africa,Standard Class,5,2.19,0.37,1,0.074,0.438,0.37,2012-08,0,0.0,0.0,No Discount,2.19
AO-2012-2810,2012-09-29,Africa,Second Class,184,67.08,20.92,2,0.11369565217391306,0.3645652173913043,10.46,2012-09,1,0.0,0.0,No Discount,67.08
AO-2012-3210,2012-09-27,Africa,Standard Class,499,106.59,36.64,4,0.07342685370741484,0.21360721442885772,9.16,2012-09,0,0.0,0.0,No Discount,106.59
AO-2012-5450,2012-11-12,Africa,Same Day,636,311.7,31.59,1,0.049669811320754716,0.4900943396226415,31.59,2012-11,0,0.0,0.0,No Discount,311.7
AO-2012-6670,2012-09-20,Africa,Standard Class,41,5.73,2.06,1,0.05024390243902439,0.13975609756097562,2.06,2012-09,0,0.0,0.0,No Discount,5.73
AO-2012-7800,2012-07-21,Africa,First Class,107,43.68,14.47,8,0.1352336448598131,0.40822429906542057,1.80875,2012-07,1,0.0,0.0,No Discount,43.68
AO-2012-7980,2012-12-20,Africa,Standard Class,264,113.4,29.39,1,0.11132575757575758,0.42954545454545456,29.39,2012-12,1,0.0,0.0,No Discount,113.4
AO-2012-8920,2012-12-04,Africa,Standard Class,199,76.95,12.08,7,0.060703517587939695,0.38668341708542714,1.7257142857142858,2012-12,0,0.0,0.0,No Discount,76.95
AO-2013-1140,2013-11-21,Africa,Standard Class,653,169.68,52.38,1,0.08021439509954059,0.2598468606431853,52.38,2013-11,0,0.0,0.0,No Discount,169.68
AO-2013-1470,2013-12-10,Africa,Standard Class,28,5.64,2.31,2,0.0825,0.20142857142857143,1.155,2013-12,0,0.0,0.0,No Discount,5.64
AO-2013-1640,2013-10-25,Africa,Second Class,1313,410.52000000000004,167.28000000000003,16,0.12740289413556743,0.3126580350342727,10.455000000000002,2013-10,1,0.0,0.0,No Discount,410.52000000000004
AO-2013-2100,2013-06-05,Africa,Standard Class,911,152.1,96.48,16,0.10590559824368825,0.16695938529088913,6.03,2013-06,1,0.0,0.0,No Discount,152.1
AO-2013-2180,2013-11-14,Africa,Standard Class,532,149.31,65.35,16,0.12283834586466165,0.2806578947368421,4.084375,2013-11,1,0.0,0.0,No Discount,149.31
AO-2013-2230,2013-05-28,Africa,Standard Class,67,25.68,9.450000000000001,2,0.141044776119403,0.3832835820895522,4.7250000000000005,2013-05,1,0.0,0.0,No Discount,25.68
